,solar,G(i),H_sun,T2m,WS10m,Int,Consumption_kW,net_export
2024-01-01 00:00:00,0.0,0.0,0.0,4.96,2.69,0,0.405,0.0
2024-01-01 01:00:00,0.0,0.0,0.0,4.51,2.62,0,0.409,0.0
2024-01-01 02:00:00,0.0,0.0,0.0,4.31,2.76,0,0.4599999999999999,0.0
2024-01-01 03:00:00,0.0,0.0,0.0,4.38,2.9,0,0.414,0.0
2024-01-01 04:00:00,0.0,0.0,0.0,4.77,3.03,0,0.407,0.0
2024-01-01 05:00:00,0.0,0.0,0.0,5.43,3.17,0,0.4519999999999999,0.0
2024-01-01 06:00:00,0.0,0.0,0.0,6.0,3.31,0,0.426,0.0
2024-01-01 07:00:00,0.0,0.0,0.0,6.32,3.38,0,0.412,0.0
2024-01-01 08:00:00,0.0,0.0,0.0,6.83,3.66,0,0.4479999999999999,0.0
2024-01-01 09:00:00,3.3333333333333335e-05,5.68,6.07,7.24,3.93,0,0.428,0.0
2024-01-01 10:00:00,0.0063999999999999994,17.03,11.3,7.58,4.48,0,0.401,0.0
2024-01-01 11:00:00,0.09593666666666667,120.1,14.58,8.04,4.21,0,0.436,0.0
2024-01-01 12:00:00,0.008286666666666666,19.87,15.65,8.91,6.76,0,0.431,0.0
2024-01-01 13:00:00,0.10495,130.16,14.39,9.26,5.1,0,0.406,0.0
2024-01-01 14:00:00,0.005076666666666667,15.14,10.93,10.01,7.24,0,0.437,0.0
2024-01-01 15:00:00,0.010923333333333334,23.65,5.56,10.19,8.21,0,0.416,0.0
2024-01-01 16:00:00,0.0,0.0,0.0,10.13,8.76,0,0.398,0.0
2024-01-01 17:00:00,0.0,0.0,0.0,10.62,9.1,0,0.431,0.0
2024-01-01 18:00:00,0.0,0.0,0.0,9.9,9.93,0,0.402,0.0
2024-01-01 19:00:00,0.0,0.0,0.0,9.05,8.41,0,0.406,0.0
2024-01-01 20:00:00,0.0,0.0,0.0,7.88,8.34,0,0.422,0.0
2024-01-01 21:00:00,0.0,0.0,0.0,6.99,7.72,0,0.403,0.0
2024-01-01 22:00:00,0.0,0.0,0.0,6.36,7.17,0,0.398,0.0
2024-01-01 23:00:00,0.0,0.0,0.0,5.79,6.83,0,0.4579999999999999,0.0
2024-01-02 00:00:00,0.0,0.0,0.0,5.29,6.62,0,0.164,0.0
2024-01-02 01:00:00,0.0,0.0,0.0,4.84,6.41,0,0.1,0.0
2024-01-02 02:00:00,0.0,0.0,0.0,4.5,6.21,0,0.098,0.0
2024-01-02 03:00:00,0.0,0.0,0.0,4.47,6.07,0,0.149,0.0
2024-01-02 04:00:00,0.0,0.0,0.0,4.41,6.0,0,0.107,0.0
2024-01-02 05:00:00,0.0,0.0,0.0,4.23,5.79,0,0.097,0.0
2024-01-02 06:00:00,0.0,0.0,0.0,3.95,5.66,0,0.151,0.0
2024-01-02 07:00:00,0.0,0.0,0.0,3.44,5.38,0,0.114,0.0
2024-01-02 08:00:00,0.0,0.0,0.0,3.44,5.24,0,0.112,0.0
2024-01-02 09:00:00,0.047806666666666664,68.55,6.11,3.61,5.03,0,0.356,0.0
2024-01-02 10:00:00,0.2794566666666667,311.3,11.35,4.41,5.17,0,0.368,0.47037
2024-01-02 11:00:00,0.44281666666666664,490.15,14.65,5.4,4.21,0,0.547,0.7814500000000001
2024-01-02 12:00:00,0.4879466666666666,539.8,15.74,6.18,5.1,0,0.469,0.9948399999999998
2024-01-02 13:00:00,0.5517133333333334,612.99,14.49,6.64,5.66,0,1.234,0.42114
2024-01-02 14:00:00,0.5375666666666666,597.95,11.04,6.78,5.86,0,0.701,0.9117
2024-01-02 15:00:00,0.3140266666666667,351.32,5.68,6.48,5.59,0,1.6429999999999998,0.0
2024-01-02 16:00:00,0.0,0.0,0.0,5.74,5.24,0,0.579,0.0
2024-01-02 17:00:00,0.0,0.0,0.0,5.05,4.9,0,0.677,0.0
2024-01-02 18:00:00,0.0,0.0,0.0,4.48,4.62,0,0.51,0.0
2024-01-02 19:00:00,0.0,0.0,0.0,4.17,4.9,0,0.8420000000000001,0.0
2024-01-02 20:00:00,0.0,0.0,0.0,3.96,4.69,0,1.243,0.0
2024-01-02 21:00:00,0.0,0.0,0.0,3.76,4.55,0,1.5570000000000002,0.0
2024-01-02 22:00:00,0.0,0.0,0.0,3.66,4.41,0,0.671,0.0
2024-01-02 23:00:00,0.0,0.0,0.0,3.62,4.34,0,0.669,0.0
2024-01-03 00:00:00,0.0,0.0,0.0,3.59,4.28,0,0.403,0.0
2024-01-03 01:00:00,0.0,0.0,0.0,3.63,4.28,0,0.4679999999999999,0.0
2024-01-03 02:00:00,0.0,0.0,0.0,3.66,4.21,0,0.447,0.0
2024-01-03 03:00:00,0.0,0.0,0.0,3.73,4.21,0,0.399,0.0
2024-01-03 04:00:00,0.0,0.0,0.0,3.89,4.34,0,0.4,0.0
2024-01-03 05:00:00,0.0,0.0,0.0,4.12,4.41,0,0.427,0.0
2024-01-03 06:00:00,0.0,0.0,0.0,4.35,4.34,0,0.519,0.0
2024-01-03 07:00:00,0.0,0.0,0.0,5.11,4.83,0,0.412,0.0
2024-01-03 08:00:00,0.0,0.0,0.0,5.22,4.83,0,1.151,0.0
2024-01-03 09:00:00,0.06886333333333333,93.39,6.15,5.55,4.97,0,1.376,0.0
2024-01-03 10:00:00,0.07288666666666667,94.76,11.4,6.59,5.24,0,0.597,0.0
2024-01-03 11:00:00,0.21818666666666664,249.04,14.73,7.74,4.0,0,0.989,0.0
2024-01-03 12:00:00,0.3954566666666666,442.35,15.83,8.69,4.62,0,1.61,0.0
2024-01-03 13:00:00,0.047786666666666665,68.11,14.6,9.35,5.86,0,1.303,0.0
2024-01-03 14:00:00,0.0952,119.6,11.16,9.35,5.24,0,0.5680000000000001,0.0
2024-01-03 15:00:00,0.003926666666666633,13.24,5.81,8.92,4.76,0,0.521,0.0
2024-01-03 16:00:00,0.0,0.0,0.0,8.35,4.69,0,0.619,0.0
2024-01-03 17:00:00,0.0,0.0,0.0,7.78,4.69,0,1.247,0.0
2024-01-03 18:00:00,0.0,0.0,0.0,7.52,4.83,0,1.246,0.0
2024-01-03 19:00:00,0.0,0.0,0.0,7.63,5.52,0,1.201,0.0
2024-01-03 20:00:00,0.0,0.0,0.0,7.46,5.93,0,1.92,0.0
2024-01-03 21:00:00,0.0,0.0,0.0,7.43,6.21,0,1.077,0.0
2024-01-03 22:00:00,0.0,0.0,0.0,7.29,6.34,0,0.54,0.0
2024-01-03 23:00:00,0.0,0.0,0.0,7.33,6.41,0,0.4679999999999999,0.0
2024-01-04 00:00:00,0.0,0.0,0.0,7.45,6.55,0,0.431,0.0
2024-01-04 01:00:00,0.0,0.0,0.0,7.48,6.62,0,0.402,0.0
2024-01-04 02:00:00,0.0,0.0,0.0,7.59,6.76,0,0.402,0.0
2024-01-04 03:00:00,0.0,0.0,0.0,7.96,7.03,0,0.408,0.0
2024-01-04 04:00:00,0.0,0.0,0.0,8.23,7.17,0,0.472,0.0
2024-01-04 05:00:00,0.0,0.0,0.0,8.45,7.31,0,0.445,0.0
2024-01-04 06:00:00,0.0,0.0,0.0,8.53,7.52,0,0.4509999999999999,0.0
2024-01-04 07:00:00,0.0,0.0,0.0,8.48,7.66,0,0.4,0.0
2024-01-04 08:00:00,0.0,0.0,0.0,8.65,7.52,0,0.573,0.0
2024-01-04 09:00:00,0.00040666666666666667,6.62,6.19,8.86,7.45,0,0.598,0.0
2024-01-04 10:00:00,0.00335,12.3,11.47,9.2,7.45,0,0.586,0.0
2024-01-04 11:00:00,0.037046666666666665,55.81,14.81,9.53,7.52,0,0.3909999999999999,0.0
2024-01-04 12:00:00,0.057739999999999965,79.46,15.93,9.93,6.21,0,0.554,0.0
2024-01-04 13:00:00,0.02575,42.57,14.72,10.11,6.62,0,0.915,0.0
2024-01-04 14:00:00,0.0075733333333333,18.92,11.29,10.08,6.69,0,0.544,0.0
2024-01-04 15:00:00,0.004479999999999967,14.19,5.95,9.95,5.86,0,0.201,0.0
2024-01-04 16:00:00,0.0,0.0,0.0,9.73,4.83,0,0.26,0.0
2024-01-04 17:00:00,0.0,0.0,0.0,9.35,4.21,0,0.301,0.0
2024-01-04 18:00:00,0.0,0.0,0.0,8.7,4.0,0,0.307,0.0
2024-01-04 19:00:00,0.0,0.0,0.0,7.42,3.52,0,0.274,0.0
2024-01-04 20:00:00,0.0,0.0,0.0,6.18,2.76,0,0.2339999999999999,0.0
2024-01-04 21:00:00,0.0,0.0,0.0,4.76,2.69,0,0.214,0.0
2024-01-04 22:00:00,0.0,0.0,0.0,3.8,2.97,0,0.1629999999999999,0.0
2024-01-04 23:00:00,0.0,0.0,0.0,3.26,2.9,0,0.1689999999999999,0.0
2024-01-05 00:00:00,0.0,0.0,0.0,2.78,2.69,0,0.11,0.0
2024-01-05 01:00:00,0.0,0.0,0.0,2.45,2.9,0,0.092,0.0
2024-01-05 02:00:00,0.0,0.0,0.0,2.27,3.03,0,0.092,0.0
2024-01-05 03:00:00,0.0,0.0,0.0,2.23,3.1,0,0.144,0.0
2024-01-05 04:00:00,0.0,0.0,0.0,2.22,3.03,0,0.131,0.0
2024-01-05 05:00:00,0.0,0.0,0.0,2.2,3.03,0,0.096,0.0
2024-01-05 06:00:00,0.0,0.0,0.0,2.54,3.03,0,0.125,0.0
2024-01-05 07:00:00,0.0,0.0,0.0,2.47,3.03,0,0.131,0.0
2024-01-05 08:00:00,0.0,0.0,0.0,2.79,3.17,0,1.109,0.0
2024-01-05 09:00:00,0.007873333333333333,18.92,6.24,3.44,3.31,0,0.959,0.0
2024-01-05 10:00:00,0.1466333333333333,172.12,11.54,4.73,3.72,0,0.948,0.0
2024-01-05 11:00:00,0.14995333333333333,175.78,14.9,6.21,4.28,0,1.155,0.0
2024-01-05 12:00:00,0.3764166666666667,417.8,16.04,6.94,4.55,0,0.351,0.7782500000000001
2024-01-05 13:00:00,0.46327333333333326,514.94,14.84,7.33,5.03,0,0.296,1.0938199999999998
2024-01-05 14:00:00,0.3795933333333333,421.92,11.43,7.6,5.31,0,0.563,0.57578
2024-01-05 15:00:00,0.0370333333333333,55.3,6.09,7.59,5.66,0,0.269,0.0
2024-01-05 16:00:00,0.0,0.0,0.0,7.26,5.79,0,0.766,0.0
2024-01-05 17:00:00,0.0,0.0,0.0,6.99,5.86,0,0.42,0.0
2024-01-05 18:00:00,0.0,0.0,0.0,6.95,6.28,0,0.735,0.0
2024-01-05 19:00:00,0.0,0.0,0.0,7.14,6.55,0,0.13,0.0
2024-01-05 20:00:00,0.0,0.0,0.0,7.71,6.76,0,0.147,0.0
2024-01-05 21:00:00,0.0,0.0,0.0,8.0,6.21,0,0.104,0.0
2024-01-05 22:00:00,0.0,0.0,0.0,7.72,5.52,0,0.09,0.0
2024-01-05 23:00:00,0.0,0.0,0.0,7.3,5.1,0,0.123,0.0
2024-01-06 00:00:00,0.0,0.0,0.0,6.65,4.41,0,0.125,0.0
2024-01-06 01:00:00,0.0,0.0,0.0,5.82,3.66,0,0.09,0.0
2024-01-06 02:00:00,0.0,0.0,0.0,5.04,2.97,0,0.108,0.0
2024-01-06 03:00:00,0.0,0.0,0.0,4.35,2.55,0,0.136,0.0
2024-01-06 04:00:00,0.0,0.0,0.0,4.04,2.83,0,0.09,0.0
2024-01-06 05:00:00,0.0,0.0,0.0,4.15,3.03,0,0.101,0.0
2024-01-06 06:00:00,0.0,0.0,0.0,4.05,3.17,0,0.14,0.0
2024-01-06 07:00:00,0.0,0.0,0.0,4.5,3.17,0,0.09,0.0
2024-01-06 08:00:00,0.0,0.0,0.0,4.53,3.45,0,0.098,0.0
2024-01-06 09:00:00,0.0502733333333333,71.83,6.31,4.95,3.52,0,0.14,0.0108199999999999
2024-01-06 10:00:00,0.17701333333333333,205.31,11.62,6.06,3.59,0,0.09,0.44104
2024-01-06 11:00:00,0.23077333333333336,262.48,15.0,7.32,3.38,0,0.099,0.5933200000000001
2024-01-06 12:00:00,0.26896000000000003,303.79,16.16,8.49,4.28,0,0.129,0.67788
2024-01-06 13:00:00,0.18740333333333334,217.11,14.97,9.15,5.1,0,0.09,0.47221
2024-01-06 14:00:00,0.01968,35.0,11.57,9.41,5.59,0,0.128,0.0
2024-01-06 15:00:00,0.006966666666666666,17.97,6.24,9.39,5.59,0,0.118,0.0
2024-01-06 16:00:00,0.0,0.0,-0.63,9.29,5.72,0,0.09,0.0
2024-01-06 17:00:00,0.0,0.0,0.0,9.81,6.28,0,0.111,0.0
2024-01-06 18:00:00,0.0,0.0,0.0,10.0,6.76,0,0.106,0.0
2024-01-06 19:00:00,0.0,0.0,0.0,9.84,7.38,0,0.09,0.0
2024-01-06 20:00:00,0.0,0.0,0.0,9.66,7.59,0,0.122,0.0
2024-01-06 21:00:00,0.0,0.0,0.0,9.54,7.72,0,0.096,0.0
2024-01-06 22:00:00,0.0,0.0,0.0,9.54,7.66,0,0.104,0.0
2024-01-06 23:00:00,0.0,0.0,0.0,9.61,7.66,0,0.149,0.0
2024-01-07 00:00:00,0.0,0.0,0.0,9.88,7.72,0,0.093,0.0
2024-01-07 01:00:00,0.0,0.0,0.0,10.0,7.59,0,0.103,0.0
2024-01-07 02:00:00,0.0,0.0,0.0,10.2,7.24,0,0.118,0.0
2024-01-07 03:00:00,0.0,0.0,0.0,10.07,7.1,0,0.092,0.0
2024-01-07 04:00:00,0.0,0.0,0.0,10.37,7.45,0,0.116,0.0
2024-01-07 05:00:00,0.0,0.0,0.0,10.7,7.45,0,0.109,0.0
2024-01-07 06:00:00,0.0,0.0,0.0,10.71,7.38,0,0.126,0.0
2024-01-07 07:00:00,0.0,0.0,0.0,10.79,7.52,0,0.128,0.0
2024-01-07 08:00:00,0.0,0.0,0.0,10.64,7.52,0,0.12,0.0
2024-01-07 09:00:00,0.018366666666666667,33.99,6.37,10.66,7.66,0,0.219,0.0
2024-01-07 10:00:00,0.12258000000000001,149.87,11.7,10.92,8.07,0,0.178,0.18974
2024-01-07 11:00:00,0.40570666666666666,452.92,15.11,11.15,8.34,0,0.095,1.12212
2024-01-07 12:00:00,0.010166666666666666,22.7,16.28,11.36,8.48,0,0.124,0.0
2024-01-07 13:00:00,0.00817,19.87,15.11,11.44,9.66,0,0.112,0.0
2024-01-07 14:00:00,0.00817,19.87,11.72,11.41,9.38,0,0.096,0.0
2024-01-07 15:00:00,0.00126,8.51,6.39,11.22,8.9,0,0.122,0.0
2024-01-07 16:00:00,0.0,0.0,-0.48,10.91,8.76,0,0.307,0.0
2024-01-07 17:00:00,0.0,0.0,0.0,10.47,8.69,0,0.162,0.0
2024-01-07 18:00:00,0.0,0.0,0.0,10.31,8.76,0,0.323,0.0
2024-01-07 19:00:00,0.0,0.0,0.0,10.27,9.17,0,1.215,0.0
2024-01-07 20:00:00,0.0,0.0,0.0,10.35,9.45,0,0.161,0.0
2024-01-07 21:00:00,0.0,0.0,0.0,10.23,9.79,0,0.2339999999999999,0.0
2024-01-07 22:00:00,0.0,0.0,0.0,10.21,10.21,0,0.212,0.0
2024-01-07 23:00:00,0.0,0.0,0.0,10.02,10.55,0,0.201,0.0
2024-01-08 00:00:00,0.0,0.0,0.0,9.9,10.83,0,0.467,0.0
2024-01-08 01:00:00,0.0,0.0,0.0,9.9,11.24,0,0.148,0.0
2024-01-08 02:00:00,0.0,0.0,0.0,10.06,11.52,0,0.6479999999999999,0.0
2024-01-08 03:00:00,0.0,0.0,0.0,10.13,11.45,0,0.144,0.0
2024-01-08 04:00:00,0.0,0.0,0.0,10.08,11.66,0,0.097,0.0
2024-01-08 05:00:00,0.0,0.0,0.0,10.75,11.31,0,0.1,0.0
2024-01-08 06:00:00,0.0,0.0,0.0,9.75,10.21,0,0.155,0.0
2024-01-08 07:00:00,0.0,0.0,0.0,8.63,9.38,0,0.16,0.0
2024-01-08 08:00:00,0.0,0.0,0.0,7.74,9.31,0,0.354,0.0
2024-01-08 09:00:00,0.0051733333333333,15.14,6.45,6.97,9.52,0,1.086,0.0
2024-01-08 10:00:00,0.22640000000000002,255.94,11.8,7.1,9.45,0,0.972,0.0
2024-01-08 11:00:00,0.43486,475.11,15.22,7.43,9.66,0,0.908,0.3965799999999998
2024-01-08 12:00:00,0.4532066666666666,495.57,16.41,7.62,9.17,0,1.123,0.2366199999999998
2024-01-08 13:00:00,0.56031,617.32,15.26,7.58,8.14,0,1.169,0.51193
2024-01-08 14:00:00,0.16838333333333333,194.87,11.87,7.56,7.52,0,1.023,0.0
2024-01-08 15:00:00,0.11852666666666667,143.18,6.55,7.23,6.97,0,0.996,0.0
2024-01-08 16:00:00,0.0,0.0,-0.31,6.59,6.14,0,0.936,0.0
2024-01-08 17:00:00,0.0,0.0,0.0,6.05,5.66,0,0.954,0.0
2024-01-08 18:00:00,0.0,0.0,0.0,5.71,5.38,0,0.883,0.0
2024-01-08 19:00:00,0.0,0.0,0.0,5.41,5.31,0,2.228,0.0
2024-01-08 20:00:00,0.0,0.0,0.0,5.17,5.31,0,1.0,0.0
2024-01-08 21:00:00,0.0,0.0,0.0,5.1,5.24,0,0.786,0.0
2024-01-08 22:00:00,0.0,0.0,0.0,5.15,5.24,0,0.367,0.0
2024-01-08 23:00:00,0.0,0.0,0.0,5.22,5.45,0,0.629,0.0
2024-01-09 00:00:00,0.0,0.0,0.0,5.31,5.52,0,0.104,0.0
2024-01-09 01:00:00,0.0,0.0,0.0,5.14,5.52,0,0.098,0.0
2024-01-09 02:00:00,0.0,0.0,0.0,5.13,5.52,0,0.142,0.0
2024-01-09 03:00:00,0.0,0.0,0.0,5.15,5.45,0,0.164,0.0
2024-01-09 04:00:00,0.0,0.0,0.0,5.19,5.31,0,0.099,0.0
2024-01-09 05:00:00,0.0,0.0,0.0,5.33,5.17,0,0.1,0.0
2024-01-09 06:00:00,0.0,0.0,0.0,5.42,4.9,0,0.142,0.0
2024-01-09 07:00:00,0.0,0.0,0.0,5.23,4.07,0,0.142,0.0
2024-01-09 08:00:00,0.0,0.0,0.0,5.51,4.28,0,0.304,0.0
2024-01-09 09:00:00,0.005193333333333334,15.14,6.53,6.39,4.41,0,0.2339999999999999,0.0
2024-01-09 10:00:00,0.047753333333333335,67.59,11.9,7.71,5.03,0,0.211,0.0
2024-01-09 11:00:00,0.08805333333333333,111.98,15.34,8.88,5.24,0,0.326,0.0
2024-01-09 12:00:00,0.3974600000000001,442.9,16.55,9.3,6.07,0,0.4549999999999999,0.7373800000000003
2024-01-09 13:00:00,0.28350000000000003,317.85,15.41,9.53,7.59,0,0.215,0.6355000000000001
2024-01-09 14:00:00,0.06067333333333333,82.32,12.03,9.36,7.17,0,0.316,0.0
2024-01-09 15:00:00,0.012363333333333332,25.54,6.71,9.4,6.83,0,0.2239999999999999,0.0
2024-01-09 16:00:00,0.0,0.0,-0.15,9.7,6.97,0,0.266,0.0
2024-01-09 17:00:00,0.0,0.0,0.0,10.68,7.31,0,0.494,0.0
2024-01-09 18:00:00,0.0,0.0,0.0,11.5,7.66,0,0.427,0.0
2024-01-09 19:00:00,0.0,0.0,0.0,11.54,7.72,0,0.8330000000000001,0.0
2024-01-09 20:00:00,0.0,0.0,0.0,11.63,7.79,0,0.525,0.0
2024-01-09 21:00:00,0.0,0.0,0.0,11.57,8.07,0,0.3199999999999999,0.0
2024-01-09 22:00:00,0.0,0.0,0.0,11.47,8.28,0,0.28,0.0
2024-01-09 23:00:00,0.0,0.0,0.0,11.3,8.48,0,0.188,0.0
2024-01-10 00:00:00,0.0,0.0,0.0,11.27,8.55,0,0.148,0.0
2024-01-10 01:00:00,0.0,0.0,0.0,11.2,8.62,0,0.097,0.0
2024-01-10 02:00:00,0.0,0.0,0.0,11.02,8.69,0,0.096,0.0
2024-01-10 03:00:00,0.0,0.0,0.0,11.07,8.69,0,0.102,0.0
2024-01-10 04:00:00,0.0,0.0,0.0,11.12,8.62,0,0.168,0.0
2024-01-10 05:00:00,0.0,0.0,0.0,11.02,8.55,0,0.102,0.0
2024-01-10 06:00:00,0.0,0.0,0.0,11.0,8.55,0,0.123,0.0
2024-01-10 07:00:00,0.0,0.0,0.0,10.92,7.93,0,0.11,0.0
2024-01-10 08:00:00,0.0,0.0,0.0,10.87,7.72,0,0.693,0.0
2024-01-10 09:00:00,0.005663333333333301,16.08,6.62,10.74,7.38,0,0.395,0.0
2024-01-10 10:00:00,0.003316666666666633,12.3,12.01,10.66,7.03,0,0.64,0.0
2024-01-10 11:00:00,0.012286666666666666,25.54,15.47,10.54,6.62,0,2.01,0.0
2024-01-10 12:00:00,0.018836666666666665,34.06,16.69,10.27,6.0,0,1.959,0.0
2024-01-10 13:00:00,0.009546666666666667,21.76,15.57,10.22,5.1,0,1.412,0.0
2024-01-10 14:00:00,0.005673333333333333,16.08,12.2,10.21,4.07,0,1.42,0.0
2024-01-10 15:00:00,0.00175,9.46,6.89,10.25,3.72,0,1.752,0.0
2024-01-10 16:00:00,0.00027666666666666665,6.34,0.02,10.12,3.31,0,2.087,0.0
2024-01-10 17:00:00,0.0,0.0,0.0,9.59,3.17,0,1.279,0.0
2024-01-10 18:00:00,0.0,0.0,0.0,8.79,3.24,0,0.921,0.0
2024-01-10 19:00:00,0.0,0.0,0.0,8.09,3.24,0,1.119,0.0
2024-01-10 20:00:00,0.0,0.0,0.0,7.89,3.59,0,1.974,0.0
2024-01-10 21:00:00,0.0,0.0,0.0,7.69,3.59,0,1.301,0.0
2024-01-10 22:00:00,0.0,0.0,0.0,7.16,3.45,0,1.4420000000000002,0.0
2024-01-10 23:00:00,0.0,0.0,0.0,6.65,3.59,0,0.474,0.0
2024-01-11 00:00:00,0.0,0.0,0.0,6.5,3.66,0,0.436,0.0
2024-01-11 01:00:00,0.0,0.0,0.0,6.48,3.59,0,0.403,0.0
2024-01-11 02:00:00,0.0,0.0,0.0,6.43,3.52,0,0.41,0.0
2024-01-11 03:00:00,0.0,0.0,0.0,6.56,3.52,0,0.4539999999999999,0.0
2024-01-11 04:00:00,0.0,0.0,0.0,6.8,3.66,0,0.4559999999999999,0.0
2024-01-11 05:00:00,0.0,0.0,0.0,7.03,3.93,0,0.408,0.0
2024-01-11 06:00:00,0.0,0.0,0.0,7.44,4.55,0,0.4529999999999999,0.0
2024-01-11 07:00:00,0.0,0.0,0.0,7.97,5.1,0,0.446,0.0
2024-01-11 08:00:00,0.0,0.0,0.0,8.01,5.24,0,0.6970000000000001,0.0
2024-01-11 09:00:00,0.0033699999999999997,12.3,6.71,8.27,5.59,0,0.8580000000000001,0.0
2024-01-11 10:00:00,0.00336,12.3,12.12,8.97,6.21,0,1.302,0.0
2024-01-11 11:00:00,0.016673333333333335,31.22,15.6,9.7,6.9,0,1.4820000000000002,0.0
2024-01-11 12:00:00,0.009556666666666666,21.76,16.85,10.29,8.07,0,0.7030000000000001,0.0
2024-01-11 13:00:00,0.008853333333333333,20.81,15.73,10.91,8.69,0,0.798,0.0
2024-01-11 14:00:00,0.013633333333333332,27.43,12.37,11.54,9.1,0,0.54,0.0
2024-01-11 15:00:00,0.00562,16.08,7.06,11.81,9.38,0,0.508,0.0
2024-01-11 16:00:00,0.0010766666666666665,8.15,0.2,11.64,9.1,0,0.616,0.0
2024-01-11 17:00:00,0.0,0.0,0.0,11.53,7.93,0,0.598,0.0
2024-01-11 18:00:00,0.0,0.0,0.0,10.21,6.83,0,0.54,0.0
2024-01-11 19:00:00,0.0,0.0,0.0,9.1,6.0,0,0.42,0.0
2024-01-11 20:00:00,0.0,0.0,0.0,7.75,5.86,0,0.413,0.0
2024-01-11 21:00:00,0.0,0.0,0.0,7.24,5.93,0,0.235,0.0
2024-01-11 22:00:00,0.0,0.0,0.0,7.13,6.07,0,0.178,0.0
2024-01-11 23:00:00,0.0,0.0,0.0,6.97,6.14,0,0.4629999999999999,0.0
2024-01-12 00:00:00,0.0,0.0,0.0,6.8,6.34,0,0.525,0.0
2024-01-12 01:00:00,0.0,0.0,0.0,6.74,6.48,0,0.149,0.0
2024-01-12 02:00:00,0.0,0.0,0.0,6.67,6.41,0,0.615,0.0
2024-01-12 03:00:00,0.0,0.0,0.0,6.26,6.14,0,0.159,0.0
2024-01-12 04:00:00,0.0,0.0,0.0,5.83,5.93,0,0.097,0.0
2024-01-12 05:00:00,0.0,0.0,0.0,5.53,5.86,0,0.099,0.0
2024-01-12 06:00:00,0.0,0.0,0.0,5.3,5.86,0,0.183,0.0
2024-01-12 07:00:00,0.0,0.0,0.0,5.63,5.52,0,0.107,0.0
2024-01-12 08:00:00,0.0,0.0,0.0,5.42,5.59,0,0.276,0.0
2024-01-12 09:00:00,0.07707666666666667,102.34,6.82,5.51,5.79,0,0.301,0.0
2024-01-12 10:00:00,0.28909999999999997,323.21,12.24,6.28,6.21,0,0.4479999999999999,0.4193
2024-01-12 11:00:00,0.46152666666666664,511.45,15.74,7.11,5.59,0,0.427,0.95758
2024-01-12 12:00:00,0.5657599999999999,629.56,17.01,7.79,6.41,0,0.401,1.29628
2024-01-12 13:00:00,0.5178233333333333,574.29,15.9,8.24,6.9,0,0.33,1.22347
2024-01-12 14:00:00,0.4824633333333334,534.81,12.55,8.33,7.1,0,0.424,1.0233900000000002
2024-01-12 15:00:00,0.28568666666666664,320.81,7.25,7.99,6.9,0,0.089,0.76806
2024-01-12 16:00:00,0.0025599999999999664,10.86,0.38,7.32,6.48,0,0.09,0.0
2024-01-12 17:00:00,0.0,0.0,0.0,6.66,6.07,0,0.09,0.0
2024-01-12 18:00:00,0.0,0.0,0.0,5.96,5.79,0,0.147,0.0
2024-01-12 19:00:00,0.0,0.0,0.0,5.44,5.31,0,0.197,0.0
2024-01-12 20:00:00,0.0,0.0,0.0,5.15,5.31,0,0.09,0.0
2024-01-12 21:00:00,0.0,0.0,0.0,4.93,5.03,0,0.09,0.0
2024-01-12 22:00:00,0.0,0.0,0.0,4.66,4.83,0,0.09,0.0
2024-01-12 23:00:00,0.0,0.0,0.0,4.35,4.55,0,0.15,0.0
2024-01-13 00:00:00,0.0,0.0,0.0,4.03,4.34,0,0.124,0.0
2024-01-13 01:00:00,0.0,0.0,0.0,3.71,4.14,0,0.09,0.0
2024-01-13 02:00:00,0.0,0.0,0.0,3.37,3.93,0,0.09,0.0
2024-01-13 03:00:00,0.0,0.0,0.0,2.97,3.59,0,0.09,0.0
2024-01-13 04:00:00,0.0,0.0,0.0,2.63,3.45,0,0.157,0.0
2024-01-13 05:00:00,0.0,0.0,0.0,2.37,3.38,0,0.11,0.0
2024-01-13 06:00:00,0.0,0.0,0.0,2.18,0.0,0,0.09,0.0
2024-01-13 07:00:00,0.0,0.0,0.0,2.07,0.0,0,0.09,0.0
2024-01-13 08:00:00,0.0,0.0,0.0,1.85,3.03,0,0.106,0.0
2024-01-13 09:00:00,0.08446,109.35,6.93,2.05,2.9,0,0.156,0.09738
2024-01-13 10:00:00,0.09868666666666666,121.19,12.37,3.33,2.55,0,0.09,0.20606
2024-01-13 11:00:00,0.39752666666666664,442.61,15.89,4.99,2.69,0,0.09,1.10258
2024-01-13 12:00:00,0.3126933333333333,350.0,17.17,6.29,2.9,0,0.09,0.8480800000000001
2024-01-13 13:00:00,0.59982,686.81,16.08,7.06,3.03,0,0.132,1.6674600000000002
2024-01-13 14:00:00,0.4915399999999999,556.71,12.74,7.32,2.97,0,0.127,1.3476199999999998
2024-01-13 15:00:00,0.29698,337.53,7.43,7.0,2.14,0,0.09,0.8009400000000001
2024-01-13 16:00:00,0.0,5.43,0.57,5.97,1.79,0,0.09,0.0
2024-01-13 17:00:00,0.0,0.0,0.0,4.41,1.93,0,0.096,0.0
2024-01-13 18:00:00,0.0,0.0,0.0,2.82,2.0,0,0.157,0.0
2024-01-13 19:00:00,0.0,0.0,0.0,2.13,2.07,0,0.12,0.0
2024-01-13 20:00:00,0.0,0.0,0.0,1.64,1.93,0,0.09,0.0
